wire_number,mu_A,mu_B,n_A,n_B
401,5.610000133514404,5.691964626312256,8,8
402,5.674239635467529,5.516083240509033,8,8
403,5.6896233558654785,5.538562297821045,8,8
404,5.55632758140564,5.463757753372192,8,8
405,5.704132318496704,5.547129154205322,8,8
406,5.654906988143921,5.5417516231536865,8,8
407,5.645728588104248,5.625678777694702,8,8
408,5.558318138122559,5.54328989982605,8,8
409,5.7149999141693115,5.491892337799072,8,8
410,5.700196027755737,5.500600576400757,8,8
411,5.580795049667358,5.3963634967803955,8,8
412,5.4794652462005615,5.553287982940674,8,8
413,5.755286455154419,5.643589496612549,8,8
414,5.606982469558716,5.453842878341675,8,8
415,5.616526365280151,5.3517231941223145,8,8
416,5.771880388259888,5.5065507888793945,8,8
417,5.587757349014282,5.514283657073975,8,8
418,5.781818151473999,5.497191667556763,8,8
419,5.675772190093994,5.523530006408691,8,8
420,5.704999923706055,5.49763560295105,8,8
421,5.6975367069244385,5.536180257797241,8,8
422,5.880526781082153,5.609178304672241,8,8
423,5.6581947803497314,5.485000133514404,8,8
424,5.7201879024505615,5.6102519035339355,8,8
425,5.681803464889526,5.439722776412964,8,8
426,5.620521068572998,5.584462881088257,8,8
427,5.776067495346069,5.535076379776001,8,8
428,5.741444110870361,5.477090358734131,8,8
429,5.770728349685669,5.511364459991455,8,8
430,5.749520778656006,5.528455495834351,8,8
431,5.853211402893066,5.546844720840454,8,8
432,5.897406339645386,5.590225696563721,8,8
433,5.822118759155273,5.780618667602539,8,8
434,5.698883533477783,5.793251037597656,8,8
435,5.790952205657959,5.6043479442596436,8,8
436,5.904407978057861,5.522218227386475,8,8
437,5.765000104904175,5.585000038146973,8,8
438,5.770687818527222,5.551055431365967,8,8
439,5.889271020889282,5.437818765640259,8,8
440,5.840050458908081,5.456680774688721,8,8
441,5.751397132873535,5.596113204956055,8,8
442,5.679999828338623,5.444999933242798,8,8
443,5.776727914810181,5.556264638900757,8,8
444,5.740670919418335,5.455000162124634,8,8
445,5.7171547412872314,5.520073413848877,8,8
446,5.8771727085113525,5.500933408737183,8,8
447,5.884759902954102,5.648865222930908,8,8
448,5.754273891448975,5.492156982421875,8,8
449,5.978163719177246,5.499629259109497,8,8
450,5.725127696990967,5.490000009536743,8,8
451,5.735318422317505,5.412191390991211,8,8
452,5.801806449890137,5.724999904632568,8,8
453,5.70263409614563,5.34166955947876,8,8
454,5.6816301345825195,5.47838568687439,8,8
455,5.718231439590454,5.599294185638428,8,8
456,5.828936338424683,5.4741151332855225,8,8
457,6.016113996505737,5.475761651992798,8,8
458,5.921022653579712,5.47894811630249,8,8
459,5.728189468383789,5.494207382202148,8,8
460,5.924867630004883,5.556150913238525,8,8
461,5.769206762313843,5.529500484466553,8,8
462,5.804758310317993,5.514514923095703,8,8
463,5.878813982009888,5.545475244522095,8,8
464,5.796660900115967,5.58404541015625,8,8
465,5.972574710845947,5.3962342739105225,8,8
466,5.730477333068848,5.472306728363037,8,8
467,5.796048164367676,5.505704402923584,8,8
468,5.741611003875732,5.387177228927612,8,8
469,5.677227258682251,5.462429523468018,8,8
470,5.846297979354858,5.492987871170044,8,8
471,5.7499306201934814,5.529758930206299,8,8
472,5.782227277755737,5.5321550369262695,8,8
473,5.691209554672241,5.638741493225098,8,8
474,5.558180570602417,5.638634204864502,8,8
475,5.862809658050537,5.487590074539185,8,8
476,5.659865617752075,5.394999980926514,8,8
477,5.700404167175293,5.58704686164856,8,8
478,5.777983903884888,5.5468199253082275,8,8
479,5.817884683609009,5.439761161804199,8,8
480,5.757710218429565,5.394999980926514,8,8
