layer,side,wire_number,tension,tension_pass,frequency,zone,confidence,t_sigma,x,y,Gcode,wires,ttf,time
X,B,95,5.804845023953582,True,76.75649262284404,5,0.7128765,0.09039194878591765,6310.0,648.9,X6310.0 Y648.9,"[5.951900527183139, 5.732007073148711, 5.819518972809144]",4.616112470626831,2025-04-18_10-56-30
X,B,96,5.629677506555918,True,75.58951613103072,5,0.81934434,0.020267266357028114,6310.0,653.6,X6310.0 Y653.6,"[5.624084003558136, 5.669594570086699, 5.62966312206345]",2.370668411254883,2025-04-18_10-56-33
X,B,97,5.448967237964817,True,74.36642513914352,5,0.6403692,0.09233547623075572,6310.0,658.2,X6310.0 Y658.2,"[5.440922694661887, 5.32014319642345, 5.546139453181636]",4.465007305145264,2025-04-18_10-56-37
X,B,98,5.412759484876472,True,74.11893519866305,5,0.78404075,0.049336797768353695,6310.0,663.1,X6310.0 Y663.1,"[5.510782389448475, 5.409717304998489, 5.402865835582631]",4.98799991607666,2025-04-18_10-56-42
X,B,99,5.354176235977684,True,73.71674284569964,5,0.7980029,0.03653984448368974,6310.0,668.3,X6310.0 Y668.3,"[5.331768044854751, 5.360184297299853, 5.419478609844647]",8.360812187194824,2025-04-18_10-56-50
X,B,100,6.173643621563957,True,79.157229343126,5,0.7479691,0.07662397025458725,6310.0,672.7,X6310.0 Y672.7,"[6.1617516993753805, 6.217314905730636, 6.0342751457504304]",4.626324653625488,2025-04-18_10-56-55
X,B,101,5.334883843725219,True,73.58381336441003,5,0.7089891,0.08875713703470896,6310.0,679.1,X6310.0 Y679.1,"[5.511575049512615, 5.326940366836936, 5.319845648289518]",14.535925149917603,2025-04-18_10-57-09
X,B,102,5.781496533120923,True,76.60197049487937,5,0.6878535,0.049980970977364175,6310.0,682.0,X6310.0 Y682.0,"[5.711012563206816, 5.776867512425544, 5.833320028959777]",7.016204595565796,2025-04-18_10-57-17
X,B,103,5.909555143621687,True,77.44568073006901,5,0.64753324,0.06646126860588877,6310.0,686.6,X6310.0 Y686.6,"[5.9012681241751705, 5.9415768739098755, 5.7848269115139095]",4.827263832092285,2025-04-18_10-57-21
X,B,104,5.4937707984808855,True,74.671534299104,5,0.7875223,0.03767615397082545,6310.0,691.1,X6310.0 Y691.1,"[5.489335287441089, 5.422691906221548, 5.511301130741507]",5.300945520401001,2025-04-18_10-57-27
X,B,105,5.812581563499141,True,76.80762507425739,5,0.68015975,0.09483605139653932,6310.0,696.9,X6310.0 Y696.9,"[5.82523582566221, 5.9568457651105255, 5.725265155502217]",4.413842439651489,2025-04-18_10-57-31
X,B,106,5.372085476279794,True,73.8399278744992,5,0.73911124,0.07656028620231364,6310.0,702.3,X6310.0 Y702.3,"[5.320226266743767, 5.38525619162268, 5.505073038264233]",7.459603309631348,2025-04-18_10-57-39
X,B,107,5.507778206332074,True,74.76666829795022,5,0.7821185,0.050402060152180975,6310.0,706.0,X6310.0 Y706.0,"[5.550348868103005, 5.499805503605071, 5.427528835109138]",5.716594934463501,2025-04-18_10-57-44
X,B,108,5.594051780621573,True,75.34996375276636,5,0.58523566,0.08433908095139298,6310.0,711.7,X6310.0 Y711.7,"[5.604705202117196, 5.72052865035352, 5.514469839798429]",6.384464740753174,2025-04-18_10-57-51
X,B,109,5.543213570709488,True,75.00679565568288,5,0.70952845,0.09775829586658683,6310.0,715.1,X6310.0 Y715.1,"[5.537212714892471, 5.353838940831384, 5.578888581613757]",3.957263708114624,2025-04-18_10-57-55
X,B,110,5.917515800169699,True,77.49782602399593,5,0.7590906,0.06743513556176566,6310.0,720.8,X6310.0 Y720.8,"[5.913271088898161, 5.904165389085964, 6.051552245658015]",7.7030980587005615,2025-04-18_10-58-02
X,B,111,5.57848380334923,True,75.24504304056674,5,0.60676885,0.07730086466578062,6310.0,726.0,X6310.0 Y726.0,"[5.585578719924146, 5.546821230567983, 5.726707916842277]",8.569411277770996,2025-04-18_10-58-11
X,B,112,5.634734370797741,True,75.62345769527276,5,0.6270745,0.0290881487253752,6310.0,730.3,X6310.0 Y730.3,"[5.625123881620622, 5.691503261915369, 5.635888693017444]",2.642401695251465,2025-04-18_10-58-13
X,B,113,5.259254670202957,True,73.06037674007793,5,0.6900504,0.08121364458898635,6310.0,735.1,X6310.0 Y735.1,"[5.249845456543169, 5.421142477602816, 5.247895735153129]",2.43131947517395,2025-04-18_10-58-16
X,B,114,5.212281093564085,True,72.73337177983244,5,0.67743635,0.06908889118341427,6310.0,739.3,X6310.0 Y739.3,"[5.31404187662682, 5.145154801152261, 5.2202386494967525]",3.522919178009033,2025-04-18_10-58-19
X,B,115,5.296223586318616,True,73.31670898133248,5,0.76315767,0.09246159933389415,6310.0,744.8,X6310.0 Y744.8,"[5.112481044559058, 5.313921138987519, 5.302853639694173]",4.8724236488342285,2025-04-18_10-58-24
X,B,116,6.279089735790874,True,79.83037172831774,5,0.72201896,0.09184778067777405,6310.0,749.1,X6310.0 Y749.1,"[6.272579546394363, 6.262003736051577, 6.461914817761997]",5.017899513244629,2025-04-18_10-58-29
X,B,117,5.712511006392516,True,76.1435869591084,5,0.67653626,0.04841104637376344,6310.0,754.4,X6310.0 Y754.4,"[5.718561744968431, 5.8032708524713446, 5.689051093793881]",3.8080735206604004,2025-04-18_10-58-33
X,B,118,6.612958225883582,True,81.9252350997447,5,0.8254015,0.08039933440835775,6310.0,758.8,X6310.0 Y758.8,"[6.626843704947426, 6.752076253269942, 6.557832303407987]",6.529890298843384,2025-04-18_10-58-40
X,B,119,5.995528193975733,True,78.00699199224913,5,0.682749,0.02117423736025601,6310.0,763.8,X6310.0 Y763.8,"[5.96506981971603, 6.016864031739158, 5.993330646465227]",3.2985684871673584,2025-04-18_10-58-43
X,B,120,5.6344804159733615,True,75.62175351925946,5,0.6883071,0.09942407457530968,6310.0,768.6,X6310.0 Y768.6,"[5.626118914952787, 5.496512549564352, 5.739878892684524]",2.4083125591278076,2025-04-18_10-58-45
X,B,121,5.449422665641232,True,74.36953286755032,5,0.7910194,0.06543268932147205,6310.0,773.2,X6310.0 Y773.2,"[5.467479365333557, 5.449347094974205, 5.320500644354061]",5.501468896865845,2025-04-18_10-58-51
