layer,side,wire_number,tension,tension_pass,zone,frequency,confidence,x,y,Gcode,t_sigma,wires,ttf,time
V,A,1098,5.392031313517285,True,5,179.34215950181957,0.90451294,6923.7,2266.2,X6923.7 Y2266.2,0.015548911022627909,"[5.417685707725267, 5.388286118008882, 5.382348931011918, 5.3984370392089005, 5.4214048235064025]",2.3325936794281006,2025-01-23_14-20-23
V,A,1099,5.660323048589824,True,5,187.28067461427366,0.8530676,6923.7,2272.0,X6923.7 Y2272.0,0.030521372162723985,"[5.7169822676760855, 5.653388500562139, 5.7228555004234245, 5.657860016941137, 5.6628535234626005]",2.1762428283691406,2025-01-23_14-20-25
V,A,1100,5.576997559277987,True,5,189.50173912299522,0.81851375,6923.7,2277.8,X6923.7 Y2277.8,0.055897754524372095,"[5.56948451130815, 5.7095631614249545, 5.565917142014246, 5.5658420247582825, 5.624732990954004]",1.9812700748443604,2025-01-23_14-20-27
V,A,1101,5.289022665049145,True,5,188.2314837423008,0.86793345,6923.7,2283.6,X6923.7 Y2283.6,0.008166850928518337,"[5.287862564856573, 5.291140972172344, 5.279341229646961, 5.297325172201803, 5.27455448328959]",3.431626081466675,2025-01-23_14-20-31
V,A,1102,5.502889399713263,True,5,195.87341670978165,0.88858926,6923.7,2289.3,X6923.7 Y2289.3,0.04604883344107357,"[5.547981427982918, 5.477781785770507, 5.60504700620541, 5.511684058414739, 5.48937190827007]",2.5625054836273193,2025-01-23_14-20-33
V,A,1103,5.570739817659467,True,5,201.1778721075948,0.8972073,6923.7,2295.0,X6923.7 Y2295.0,0.04060356410587226,"[5.5388630015356615, 5.571302693144976, 5.573657374285495, 5.607137095944088, 5.486792903189177]",2.014673948287964,2025-01-23_14-20-35
V,A,1104,6.013644142904125,True,5,213.41805433349273,0.85191,6923.7,2300.8,X6923.7 Y2300.8,0.07009666096159411,"[6.113838583780607, 6.056001305100408, 6.002326551854172, 5.9853987214839774, 5.9049460183798494]",4.846315145492554,2025-01-23_14-20-40
V,A,1105,5.210283325640787,True,5,202.96390411042776,0.84061766,6923.7,2306.5,X6923.7 Y2306.5,0.036175724330380306,"[5.285942162326368, 5.216377240727847, 5.20765606404838, 5.194944920529908, 5.270347109854176]",2.2016074657440186,2025-01-23_14-20-42
V,A,1106,5.377608141880546,True,5,210.72492107807628,0.8076435,6923.7,2312.3,X6923.7 Y2312.3,0.02197760578413702,"[5.339117608420047, 5.364662108530668, 5.370570744682879, 5.4016094539759605, 5.392374210376231]",2.597590684890747,2025-01-23_14-20-45
V,A,1107,5.2891681477888195,True,5,213.72590040177894,0.81963336,6923.7,2318.0,X6923.7 Y2318.0,0.020009259016794085,"[5.297480363278491, 5.297644550846685, 5.276981924585301, 5.266817084877111, 5.324911661075896]",2.236569404602051,2025-01-23_14-20-47
V,A,1108,5.313266243336684,True,5,219.13318373692113,0.8753192,6923.7,2323.7,X6923.7 Y2323.7,0.020662814597945032,"[5.344682819696863, 5.318121053637642, 5.322215371654063, 5.287995924955874, 5.293128710902776]",1.9934945106506348,2025-01-23_14-20-49
V,A,1109,5.610549562301998,True,5,230.5299794152774,0.86601996,6923.7,2329.5,X6923.7 Y2329.5,0.01878168851009196,"[5.598850935201385, 5.6520714929614355, 5.605210343329151, 5.614193297728724, 5.626157647864105]",2.2727229595184326,2025-01-23_14-20-51
V,A,1110,5.607021521811948,True,5,236.00794972459795,0.8878852,6923.7,2335.3,X6923.7 Y2335.3,0.058585660425063565,"[5.601397782679324, 5.485063684549102, 5.65778295121835, 5.6174441749448505, 5.5614208572252135]",2.1933979988098145,2025-01-23_14-20-54
V,A,1111,5.25061106420685,True,5,234.07909423586375,0.9086071,6923.7,2341.1,X6923.7 Y2341.1,0.029088097197726637,"[5.26050520291241, 5.2687329093438215, 5.221812423368723, 5.305664641905409, 5.235016172372969]",2.349320411682129,2025-01-23_14-20-56
V,A,1112,5.544007171697236,True,5,246.6179897784502,0.85162354,6923.7,2346.8,X6923.7 Y2346.8,0.07764071503026737,"[5.534325559366153, 5.508192050041526, 5.411235650968537, 5.647087277583729, 5.574244256288156]",2.0977888107299805,2025-01-23_14-20-58
V,A,1113,5.582077827406783,True,5,253.95650921692445,0.8831443,6923.7,2352.6,X6923.7 Y2352.6,0.030497521256860095,"[5.5716331402021195, 5.580171826220065, 5.57774362315216, 5.653410379809841, 5.610624424199841]",2.2816543579101562,2025-01-23_14-21-00
V,A,1114,5.434121683242086,True,5,257.25009658746916,0.8759765,6923.7,2358.3,X6923.7 Y2358.3,0.05545092342409265,"[5.530899725913991, 5.4383351572731975, 5.435673233941176, 5.411818419892718, 5.548389153256605]",2.4291903972625732,2025-01-23_14-21-03
V,A,1115,5.501211269555672,True,5,265.99891320864623,0.9009037,6923.7,2364.1,X6923.7 Y2364.1,0.0687937419804437,"[5.594189960299018, 5.509782555103405, 5.47792211209383, 5.487433167987701, 5.655406544100891]",2.4572017192840576,2025-01-23_14-21-05
V,A,1116,5.518297335855552,True,5,273.9183843250757,0.8344395,6923.7,2369.8,X6923.7 Y2369.8,0.04429644423809525,"[5.605595745502857, 5.542009173195413, 5.47739275274623, 5.496050424282735, 5.536598066948254]",1.991896629333496,2025-01-23_14-21-07
V,A,1117,5.167584243321963,True,5,272.83733653792586,0.8707896,6923.7,2375.5,X6923.7 Y2375.5,0.028933352335164354,"[5.139549476708333, 5.11601313187391, 5.196499386902263, 5.182512675031168, 5.159738362227896]",2.1623265743255615,2025-01-23_14-21-09
V,A,1118,5.621954546448829,True,5,293.0796370137736,0.9330337,6923.7,2381.3,X6923.7 Y2381.3,0.015768699801510477,"[5.607564509852818, 5.598228007455868, 5.643505737037002, 5.626616036945186, 5.624279519437422]",2.3497426509857178,2025-01-23_14-21-12
V,A,1119,5.5891957325140496,True,5,301.31634756276407,0.8677386,6923.7,2387.1,X6923.7 Y2387.1,0.049965335185733525,"[5.58876798473147, 5.521743517974131, 5.490765461901469, 5.628729307104646, 5.587068186966151]",2.004469633102417,2025-01-23_14-21-14
V,A,1120,5.496556593398602,True,5,308.3040238105837,0.83984977,6923.7,2392.9,X6923.7 Y2392.9,0.05830352277930383,"[5.6309262873010555, 5.507076508449963, 5.47468480950097, 5.472614748886707, 5.5383933293402]",2.136425495147705,2025-01-23_14-21-16
V,A,1121,5.239000985896367,True,5,310.976889290061,0.8155587,6923.7,2398.6,X6923.7 Y2398.6,0.07403568358626213,"[5.244508750124025, 5.235980787273373, 5.160192016336654, 5.081802410665685, 5.292857374383285]",2.4202592372894287,2025-01-23_14-21-18
V,A,1122,5.05474680862543,True,5,315.8283634114015,0.79719645,6923.7,2404.4,X6923.7 Y2404.4,0.05297490977680331,"[5.140061510013938, 5.070431376726641, 5.044404493500112, 5.0304980120049105, 5.164318228866385]",2.294816255569458,2025-01-23_14-21-21
V,A,1123,5.634271320386794,True,5,345.2823026848111,0.8184896,6923.7,2410.2,X6923.7 Y2410.2,0.01573484400951226,"[5.633820348436035, 5.65230498803727, 5.637660552640968, 5.610549381616466, 5.612962730145683]",2.1841418743133545,2025-01-23_14-21-23
V,A,1124,5.166549458286691,True,5,342.6858924459205,0.81588423,6923.7,2416.0,X6923.7 Y2416.0,0.07369709394523234,"[5.122801118978623, 5.315865947176791, 5.28288403976883, 5.178127602828493, 5.164633704815267]",2.190756320953369,2025-01-23_14-21-25
V,A,1125,5.054172845143901,True,5,351.88912262675143,0.90756273,6931.7,2416.0,X6931.7 Y2416.0,0.06880830049916702,"[5.050183002323393, 5.053183863042894, 5.196290826767091, 5.118543783956556, 4.995770457383968]",2.3273353576660156,2025-01-23_14-21-27
V,A,1126,5.24274117595383,True,5,372.631342666573,0.8811041,6939.7,2416.0,X6939.7 Y2416.0,0.09319656367194887,"[5.049391027558401, 5.207150015430159, 5.307388357364971, 5.171680117448986, 5.29227713784072]",2.918832302093506,2025-01-23_14-21-30
V,A,1127,5.362544947425295,True,5,392.2920770532522,0.88649446,6947.7,2416.0,X6947.7 Y2416.0,0.02922816005316716,"[5.402022452997023, 5.365354644347138, 5.341676894588056, 5.37086757516859, 5.314963798523025]",2.38924503326416,2025-01-23_14-21-33
V,A,1128,4.463360289258579,True,5,373.33309704169153,0.8782183,6955.7,2416.0,X6955.7 Y2416.0,0.07269383264017514,"[4.6299435895764365, 4.53932940600178, 4.4580388839017, 4.431000710409107, 4.460746463287253]",2.1160781383514404,2025-01-23_14-21-35
V,A,1129,4.871154216891863,True,5,407.41225928451314,0.8866352,6963.7,2416.0,X6963.7 Y2416.0,0.11444427812444237,"[4.677732033244869, 5.021771026520672, 4.927166192296146, 4.84687018979348, 4.82237505869709]",2.1512138843536377,2025-01-23_14-21-37
V,A,1130,4.853279424326175,True,5,425.8536506738482,0.8669043,6971.7,2416.0,X6971.7 Y2416.0,0.027638145510288075,"[4.87310240385363, 4.849142887253856, 4.85419563531737, 4.908540839432614, 4.82588960356786]",2.254223346710205,2025-01-23_14-21-39
V,A,1131,4.635590357465557,True,5,436.5869399624635,0.8851875,6979.7,2416.0,X6979.7 Y2416.0,0.11925959780753097,"[4.625845828287214, 4.619517825680855, 4.596093084660994, 4.91647681291908, 4.738493281212163]",2.0392234325408936,2025-01-23_14-21-41
V,A,1132,4.585519619178928,True,5,456.83605386557366,0.88477236,6987.7,2416.0,X6987.7 Y2416.0,0.03786195359286215,"[4.62361055044091, 4.574265736153864, 4.588976225236603, 4.572448346970644, 4.672600626587083]",2.4800803661346436,2025-01-23_14-21-44
V,A,1133,4.687524889291717,True,5,486.9947473380432,0.88977206,6995.7,2416.0,X6995.7 Y2416.0,0.09229445695039896,"[4.671209811753268, 4.635327757900475, 4.796985920603787, 4.520520536789201, 4.724026994551922]",2.238004684448242,2025-01-23_14-21-46
V,A,1134,4.553010665477493,True,5,507.84122627313917,0.8916131,7003.7,2416.0,X7003.7 Y2416.0,0.09436297343238245,"[4.689730124442832, 4.5332775590761525, 4.532312593872084, 4.5600881235454755, 4.764704414744951]",2.1364266872406006,2025-01-23_14-21-48
V,A,1135,4.41738631347063,True,5,530.7443260900086,0.8454554,7011.7,2416.0,X7011.7 Y2416.0,0.03663179464772782,"[4.373026254410522, 4.33897933430578, 4.440973432486243, 4.420237003936695, 4.414200301769052]",2.005706548690796,2025-01-23_14-21-50
V,A,1136,4.338277544122342,True,5,560.5232409903439,0.8774473,7019.7,2416.0,X7019.7 Y2416.0,0.03318115909752062,"[4.346978121606205, 4.347808763790182, 4.328195046820851, 4.273698292469049, 4.275921341583044]",2.4108898639678955,2025-01-23_14-21-53
V,A,1137,4.200942480019355,True,5,589.9437233138358,0.9162993,7027.7,2416.0,X7027.7 Y2416.0,0.01020624400578991,"[4.2045459518334924, 4.197438803487425, 4.204301893348205, 4.184846177352948, 4.179578682882554]",2.587170362472534,2025-01-23_14-21-55
V,A,689,6.312327786453297,True,5,106.97394139295665,0.7894728,6411.7,275.7,X6411.7 Y275.7,0.17382578854921765,"[5.921630499079765, 6.071196658437876, 6.362547899967067, 6.2988481218674375, 6.344238850777028]",4.131175518035889,2025-01-23_14-25-27
V,A,690,6.133669899932771,True,5,104.36449976284649,0.7947569,6419.7,275.7,X6419.7 Y275.7,0.053582523712625466,"[6.23968399808753, 6.140574627512389, 6.130491088057028, 6.1171872491692305, 6.235734012835445]",2.2209792137145996,2025-01-23_14-25-29
V,A,691,6.351908667671009,True,5,105.13436986607019,0.86536026,6427.7,275.7,X6427.7 Y275.7,0.03251223981394824,"[6.4012380957215695, 6.358656185970132, 6.418927371901717, 6.333155113888266, 6.348734086599056]",2.4030160903930664,2025-01-23_14-25-31
V,A,692,6.2690589246290225,True,5,103.39360434430064,0.7954517,6435.7,275.7,X6435.7 Y275.7,0.05766447937994015,"[6.223103726093077, 6.143561015840405, 6.2971325744687565, 6.25092847662971, 6.300869353758126]",2.0431134700775146,2025-01-23_14-25-33
V,A,693,6.333342691291102,True,5,102.89560239740148,0.73704004,6443.7,275.7,X6443.7 Y275.7,0.10261171560901321,"[6.183693261267, 6.306670667696182, 6.401483430772285, 6.490056683183005, 6.311455680730691]",2.922306776046753,2025-01-23_14-25-36
V,A,694,6.421880428247771,True,5,102.58840803750043,0.8355731,6451.7,275.7,X6451.7 Y275.7,0.10530417724632803,"[6.430486470878439, 6.467698477237105, 6.417769008789967, 6.287214705439648, 6.186028953642278]",3.4420928955078125,2025-01-23_14-25-40
V,A,695,6.556720923207251,True,5,102.65562209728398,0.77701384,6459.7,275.7,X6459.7 Y275.7,0.09758207750371987,"[6.600845464956834, 6.543510478842073, 6.430368683031259, 6.340638255323889, 6.573011537001108]",2.621413230895996,2025-01-23_14-25-42
V,A,696,4.4053912682634255,True,5,83.33013448521586,0.79058224,6467.7,275.7,X6467.7 Y275.7,0.051784263762034474,"[4.385796266091538, 4.312964430167864, 4.36809142380565, 4.450928164951765, 4.4475378256118345]",3.55478572845459,2025-01-23_14-25-46
V,A,697,6.358018844130649,True,5,99.14755038707797,0.7390326,6475.7,275.7,X6475.7 Y275.7,0.06496575803474974,"[6.303484960402033, 6.484776769361793, 6.4402100675922975, 6.365546297581225, 6.350997501305616]",3.2514727115631104,2025-01-23_14-25-49
V,A,698,6.23847879186312,True,5,97.28668436723085,0.8036497,6483.7,275.7,X6483.7 Y275.7,0.039460253973553065,"[6.239725849476892, 6.194009215004745, 6.238163987324405, 6.271036699801346, 6.158464278417231]",2.7700929641723633,2025-01-23_14-25-52
V,A,699,6.384079852116484,True,5,97.48848683310382,0.8900679,6491.7,275.7,X6491.7 Y275.7,0.018904699446805544,"[6.395599734406452, 6.368225127253577, 6.36279624977111, 6.388901409248613, 6.414844966859922]",4.927513360977173,2025-01-23_14-26-55
V,A,700,5.249229040298484,True,5,87.58334389619777,0.8232847,6499.7,275.7,X6499.7 Y275.7,0.061697438195823066,"[5.259379455484695, 5.271899879713321, 5.170223626389286, 5.244616462903623, 5.110049534880933]",2.20145320892334,2025-01-23_14-26-57
V,A,701,6.425283239183362,True,5,96.00326124564207,0.78820556,6507.7,275.7,X6507.7 Y275.7,0.03038555173140143,"[6.4675622183621675, 6.382719661487217, 6.427624810226251, 6.4393647166234524, 6.396178374208512]",3.111252546310425,2025-01-23_14-27-00
V,A,564,5.652733507591213,True,4,81.77618136138803,0.7378632,5420.7,275.2,X5420.7 Y275.2,0.1636123219418038,"[5.693697268610971, 5.77101898719824, 5.604080310604205, 5.3265676610673465, 5.436661499679795]",13.78774094581604,2025-01-23_14-29-38
V,A,565,5.887154897603229,True,4,82.75973418905868,0.8095119,5428.7,275.2,X5428.7 Y275.2,0.11992654541942793,"[5.677421449117601, 5.816403925296715, 5.683243315718879, 5.9614603013833785, 5.934049493175164]",4.459098815917969,2025-01-23_14-29-43
V,A,566,6.015105020872276,True,4,82.9703807845674,0.87283826,5436.7,275.2,X5436.7 Y275.2,0.022109413921223117,"[6.004456846480351, 5.977819453324359, 6.021995966250903, 6.030487530212689, 5.976654039182753]",2.6563005447387695,2025-01-23_14-29-45
V,A,567,5.949435103778574,True,4,81.84036433014045,0.8588945,5444.7,275.2,X5444.7 Y275.2,0.04533239532133794,"[5.940253715039463, 6.044971788091791, 5.962029918749417, 5.928540032290693, 6.018842353637053]",2.6402857303619385,2025-01-23_14-29-48
V,A,568,5.9903672012013445,True,4,81.46093663289696,0.7450505,5452.7,275.2,X5452.7 Y275.2,0.10536407545871752,"[5.960776669201719, 5.760846836861271, 6.038726384496336, 6.0403761021268725, 5.883353295977526]",6.8995091915130615,2025-01-23_14-29-55
V,A,569,6.124690555123053,True,4,81.70534689416458,0.7621995,5460.7,275.2,X5460.7 Y275.2,0.059575479270697854,"[6.1581160754769435, 6.011748439532804, 6.172329646192934, 6.10107306774625, 6.06317679542499]",10.560739040374756,2025-01-23_14-30-05
V,A,570,5.5990767793128295,True,4,77.50248400728755,0.71913767,5468.7,275.2,X5468.7 Y275.2,0.16957358601005976,"[5.427630852865725, 5.586434138299891, 5.831126271301082, 5.601333856968181, 5.887767261077092]",8.260488748550415,2025-01-23_14-30-14
V,A,571,6.402663371065873,True,4,82.22031978304688,0.77673274,5476.7,275.2,X5476.7 Y275.2,0.48571403239414507,"[6.455727792744893, 6.437541426633333, 6.520658873724833, 5.297049359428794, 5.757019907793235]",12.484615564346313,2025-01-23_14-30-26
V,A,572,5.846449083181292,True,4,77.9557544769245,0.78398854,5484.7,275.2,X5484.7 Y275.2,0.17623803507079738,"[5.757250471349925, 5.97488826263644, 5.778367455680003, 5.889762052263519, 6.244382048153161]",23.66061282157898,2025-01-23_14-30-50
V,A,573,5.90604931766525,True,4,77.74026156192943,0.73943007,5492.7,275.2,X5492.7 Y275.2,0.245384424595738,"[5.707866087521211, 6.402351458192504, 5.994575711345686, 5.783208084928683, 6.083503855298702]",4.874922275543213,2025-01-23_14-30-55
V,A,40,5.222878123303693,True,1,240.1130981897929,0.8478426,1231.0,275.7,X1231.0 Y275.7,0.03173234081455704,"[5.2118168557884665, 5.213850350436893, 5.173295759207594, 5.265552255529041, 5.246410312233342]",3.6604831218719482,2025-01-23_14-33-44
V,A,41,0,False,1,0,0,1239.0003662109375,276.1889953613281,X1239.0 Y276.2,3.456740617752075,2025-01-23_14-35-51
V,A,42,5.699743231199947,True,1,241.9350394664425,0.8628462,1247.6,275.7,X1247.6 Y275.7,0.030492077997148714,"[5.670680292414193, 5.706529327400201, 5.703782540098313, 5.627949086448894, 5.7049354725580095]",2.344250440597534,2025-01-23_14-35-54
V,A,43,5.6658831356227735,True,1,235.39229726808657,0.9019531,1255.6,275.7,X1255.6 Y275.7,0.011757166373999154,"[5.688367842881031, 5.670152897526651, 5.674935015695839, 5.659054250827283, 5.655495320945304]",2.630894184112549,2025-01-23_14-35-56
V,A,44,5.490511876488107,True,1,226.31261006500543,0.9173092,1263.6,275.7,X1263.6 Y275.7,0.01218254936251788,"[5.4904126826122415, 5.495670291819278, 5.489006988242939, 5.466912109046441, 5.467587722114505]",1.985013484954834,2025-01-23_14-35-58
V,A,45,5.888117003902617,True,1,228.96548214021368,0.8860719,1271.6,275.7,X1271.6 Y275.7,0.01741811235018556,"[5.8946961030021745, 5.8984855730879335, 5.8797937196144705, 5.862680254217469, 5.853903080447934]",2.2882890701293945,2025-01-23_14-36-01
V,A,8,3.797122637129303,True,1,1254.3969023524846,0.7726794,1083.0,197.6,X1083.0 Y197.6,0.0059169166655649716,"[3.7902423816469732, 3.7958932662784055, 3.7841582549150186, 3.7986423755782748, 3.8002502878967745]",31.033782720565796,2025-01-27_12-20-49
V,A,9,2.928713062696734,True,1,949.4437621813319,0.7596472,1091.0,197.6,X1091.0 Y197.6,0.008856634067228138,"[2.926293870382332, 2.9436734755337324, 2.9292664703010582, 2.928172861165398, 2.947715886959944]",17.55755305290222,2025-01-27_12-21-06
V,A,10,2.8808993098404625,True,1,827.3493382023194,0.8553601,1099.0,197.6,X1099.0 Y197.6,0.0034064732287766354,"[2.8842967894671463, 2.8795339718032085, 2.8860455456529213, 2.8808326962086777, 2.8764754970905617]",5.134716510772705,2025-01-27_12-21-11
V,A,11,8.247087474656695,True,1,1248.2939542371364,0.84013593,1107.0,197.6,X1107.0 Y197.6,0.08737840713363176,"[8.185736122259698, 8.28593358035632, 8.235087513627711, 8.094639160577811, 8.35140926059506]",4.613246202468872,2025-01-27_12-21-16
V,A,12,7.957500055857153,True,1,1106.4097564475915,0.81370944,1115.0,197.6,X1115.0 Y197.6,0.017314505684162592,"[7.954275120334918, 7.997338336754522, 7.974662326506747, 7.950250304578051, 7.958203730833898]",3.471775770187378,2025-01-27_12-21-20
V,A,13,6.951130197644093,True,1,942.0632459723892,0.76498437,1123.0,197.6,X1123.0 Y197.6,0.06959998746068059,"[6.92147186708741, 6.903436338050648, 7.09734665841196, 6.972930318106102, 7.013592334147988]",46.44615364074707,2025-01-27_12-22-06
V,A,14,7.186179988629078,True,1,879.5869653284076,0.89186215,1131.0,197.6,X1131.0 Y197.6,0.026014224944029246,"[7.209025018541188, 7.135058925758287, 7.194418237644646, 7.180416781204729, 7.159925053251947]",2.640092372894287,2025-01-27_12-22-09
V,A,15,6.726093991048885,True,1,786.6802897076699,0.86500436,1139.0,197.6,X1139.0 Y197.6,0.014511759781545059,"[6.742573603223203, 6.7113051654971, 6.725585297643482, 6.725039289240648, 6.752614085668001]",3.411130666732788,2025-01-27_12-22-12
V,A,16,7.836199493056188,True,1,789.4816973470482,0.8384015,1147.0,197.6,X1147.0 Y197.6,0.027091883363412592,"[7.841289786944352, 7.802539251189925, 7.840396092230701, 7.8386368806145255, 7.773622683114057]",4.050256013870239,2025-01-27_12-22-16
V,A,17,6.890479833197082,True,1,692.1761132792185,0.8142544,1155.0,197.6,X1155.0 Y197.6,0.061689830783397674,"[6.886390055398765, 6.900305269842854, 6.7646026026757085, 6.89801131337739, 6.774411381435523]",5.7119691371917725,2025-01-27_12-22-22
V,A,18,7.155773566537727,True,1,661.9078802630431,0.8346795,1163.0,197.6,X1163.0 Y197.6,0.02017688665810359,"[7.19456634599748, 7.151806352713923, 7.162544970692354, 7.187238789678678, 7.142150165278097]",2.1776585578918457,2025-01-27_12-22-24
V,A,19,6.839414113031281,True,1,609.548703941792,0.8659507,1171.0,197.6,X1171.0 Y197.6,0.011795263779732054,"[6.840064624919008, 6.85288436038344, 6.836790422568911, 6.835481304491993, 6.866447877884013]",4.034038782119751,2025-01-27_12-22-28
V,A,20,6.628086302491659,True,1,567.1376759214968,0.87645817,1179.0,197.6,X1179.0 Y197.6,0.04774476800045913,"[6.582996448722418, 6.682723600446443, 6.716709739312105, 6.637580201659118, 6.61418026609894]",3.568086624145508,2025-01-27_12-22-32
V,A,21,7.379966969877824,True,1,567.3175175183984,0.8448706,1187.0,197.6,X1187.0 Y197.6,0.08468149826943357,"[7.523078859813184, 7.352361903851016, 7.378875345712367, 7.271851782433066, 7.442076727161988]",2.194679021835327,2025-01-27_12-22-34
V,A,22,6.042614221506949,True,1,487.96905081296376,0.8378083,1195.0,197.6,X1195.0 Y197.6,0.013267098323906115,"[6.042664211057316, 6.03255073635568, 6.044442560018765, 6.065762104557346, 6.065577504861868]",2.416548728942871,2025-01-27_12-22-36
V,A,23,5.7574500336576495,True,1,453.8773579539729,0.83379656,1203.0,197.6,X1203.0 Y197.6,0.022770352226329577,"[5.769822713969222, 5.739279675321826, 5.743259710851503, 5.769181959453363, 5.802651712184864]",2.021923542022705,2025-01-27_12-22-38
V,A,24,6.011197740892735,True,1,442.90682464566504,0.92013276,1211.0,197.6,X1211.0 Y197.6,0.026420628474204007,"[6.016563864408058, 6.012742360621778, 5.970865203615171, 6.012630845981206, 5.9521354311502455]",2.417320966720581,2025-01-27_12-22-41
V,A,25,5.713640903722092,True,1,413.21556633789027,0.75924385,1219.0,197.6,X1219.0 Y197.6,0.02473324003186958,"[5.7143464588094295, 5.68834488858001, 5.709569873415547, 5.759673260996914, 5.739142695708474]",6.530504941940308,2025-01-27_12-22-47
V,A,26,4.980990727736277,True,1,369.8895889320866,0.80626917,1227.0,197.6,X1227.0 Y197.6,0.02132746915432916,"[4.978249326650067, 5.026455489239212, 4.982447157116862, 5.000575004516233, 4.964710946607784]",3.547442674636841,2025-01-27_12-22-51
V,A,27,5.717479902392583,True,1,380.5845115406516,0.86575484,1235.0,197.6,X1235.0 Y197.6,0.011659988336438436,"[5.713692576305941, 5.709312887641942, 5.723226600254555, 5.737667213294869, 5.737062018954289]",2.2980639934539795,2025-01-27_12-22-53
V,A,28,5.910868374224711,True,1,372.21330762497274,0.90907633,1134.3,275.7,X1134.3 Y275.7,0.020309844195206317,"[5.910996062558379, 5.936272398106377, 5.953374702342429, 5.896714579755503, 5.911309264805947]",4.629050254821777,2025-01-27_12-22-58
V,A,29,5.896603765489314,True,1,358.1100335338915,0.91579545,1142.3,275.7,X1142.3 Y275.7,0.0034490230031516264,"[5.904379468587813, 5.900436750695871, 5.895251992295372, 5.8971403967250735, 5.89553795213678]",2.1361162662506104,2025-01-27_12-23-00
V,A,30,6.209510697969032,True,1,354.47016129355325,0.92439646,1150.3,275.7,X1150.3 Y275.7,0.005117703380088313,"[6.206479476704027, 6.201829173006816, 6.216821560117633, 6.209341583583668, 6.212566209648616]",2.403028964996338,2025-01-27_12-23-02
V,A,31,5.753604778873812,True,1,329.5352447217575,0.8795272,1158.3,275.7,X1158.3 Y275.7,0.004656185747149392,"[5.755635050123668, 5.744801381366514, 5.744734732723013, 5.754000737393331, 5.752546019288842]",2.441499948501587,2025-01-27_12-23-05
V,A,32,5.763156844990003,True,1,318.8978752387135,0.8807968,1166.3,275.7,X1166.3 Y275.7,0.03404383376949469,"[5.763249939716461, 5.837229171285565, 5.750424603434022, 5.816206932979257, 5.764201002332974]",2.038649082183838,2025-01-27_12-23-07
V,A,33,5.781503901089706,True,1,309.2748828935255,0.8675739,1174.3,275.7,X1174.3 Y275.7,0.007574146289237286,"[5.788866460225266, 5.779876323029781, 5.778895911666334, 5.781597475283063, 5.79910803131597]",2.4692935943603516,2025-01-27_12-23-09
V,A,34,5.787595789198307,True,1,299.833226183761,0.8708506,1182.3,275.7,X1182.3 Y275.7,0.01154348743630543,"[5.778198421633218, 5.789647559527866, 5.810380629188935, 5.801929363700573, 5.785635197552264]",2.30267596244812,2025-01-27_12-23-12
V,A,35,5.787674551280863,True,1,290.80892898041645,0.92543054,1190.3,275.7,X1190.3 Y275.7,0.017789501060198342,"[5.784154855515165, 5.750920717384811, 5.768555671298924, 5.7919204154806625, 5.801178609523183]",1.977644681930542,2025-01-27_12-23-13
V,A,36,5.666444485891314,True,1,279.33785615678096,0.8962958,1198.3,275.7,X1198.3 Y275.7,0.0044885255639381776,"[5.666217910454252, 5.675528811630753, 5.667155201470577, 5.664674107332576, 5.674489208982025]",1.9855952262878418,2025-01-27_12-23-15
V,A,37,5.612438750876657,True,1,270.1096825132217,0.8613515,1206.3,275.7,X1206.3 Y275.7,0.0025652537580732222,"[5.61208498767133, 5.617528476817411, 5.613175868104822, 5.611076284328192, 5.616763525023177]",2.4336416721343994,2025-01-27_12-23-18
V,A,38,5.3663321221497,True,1,256.8285400662723,0.8798845,1214.3,275.7,X1214.3 Y275.7,0.006119802052993834,"[5.363480052871797, 5.353662216360197, 5.369676181897519, 5.362787025186502, 5.370816526883079]",2.1954922676086426,2025-01-27_12-23-20
V,A,39,5.151269524633677,True,1,244.86855671674454,0.8492662,1222.3,275.7,X1222.3 Y275.7,0.007875574107048191,"[5.144452480413478, 5.154101321745338, 5.165551383810781, 5.148091770780233, 5.161282713944534]",2.0053365230560303,2025-01-27_12-23-22
V,A,40,6.274002319339819,True,1,263.1680988789319,0.88905644,1230.3,275.7,X1230.3 Y275.7,0.012566055016827211,"[6.266444530554584, 6.277411208469294, 6.272817162083524, 6.296568296307572, 6.297164836273957]",2.660271406173706,2025-01-27_12-23-25
V,A,41,6.4066203176815595,True,1,262.9377212012478,0.86940527,1238.3,275.7,X1238.3 Y275.7,0.0382415709198128,"[6.49610976071334, 6.4399243655110014, 6.407440785851082, 6.396070553013323, 6.394910185469587]",2.4327354431152344,2025-01-27_12-23-27
V,A,42,5.540571805465706,True,1,238.5329723308411,0.8706791,1246.3,275.7,X1246.3 Y275.7,0.016879526416714297,"[5.549000723091612, 5.508960411411857, 5.545731969885065, 5.5324845525992155, 5.510788727775108]",2.0533089637756348,2025-01-27_12-23-29
V,A,43,5.877129681886492,True,1,239.74031849435488,0.87671465,1254.3,275.7,X1254.3 Y275.7,0.0314651207874895,"[5.886063347305046, 5.815418498688357, 5.816270651722853, 5.878812974857131, 5.873862725771601]",1.9944767951965332,2025-01-27_12-23-31
