wire_number,json_A,json_B,summary_A,summary_B,diff_A,diff_B
890,5.81,7.34,6.033598831744204,5.473567222622948,0.22359883174420414,-1.8664327773770522
891,5.51,7.3,6.187278474442108,5.314359193465559,0.6772784744421081,-1.985640806534441
892,5.85,7.32,5.68226973228388,,-0.1677302677161192,
893,5.92,7.38,5.308616613336325,5.647295087734379,-0.6113833866636753,-1.7327049122656213
894,5.72,7.36,5.764268335029116,5.626049871968443,0.0442683350291162,-1.733950128031557
895,5.77,7.32,5.795735391222221,5.992451261874942,0.025735391222221793,-1.3275487381250581
896,5.79,7.36,5.345718890692777,,-0.444281109307223,
897,5.79,6.91,5.043674472224786,5.640614471905589,-0.7463255277752143,-1.2693855280944115
898,5.62,7.34,6.104639604521409,5.875676337897829,0.48463960452140853,-1.4643236621021707
899,5.7,7.36,5.699874164034063,5.706738846266767,-0.00012583596593707114,-1.653261153733233
900,5.77,7.22,5.611896201284551,6.0308451016317095,-0.158103798715449,-1.1891548983682902
901,5.61,7.43,5.722121826268658,5.732800841595149,0.11212182626865808,-1.6971991584048505
902,5.77,7.32,5.54972415309094,,-0.22027584690905933,
903,5.75,7.34,5.669260279527844,,-0.08073972047215605,
904,5.83,7.22,5.5089678995743885,,-0.3210321004256116,
905,5.89,7.09,5.787665605309679,5.485950778585897,-0.10233439469032035,-1.6040492214141029
906,5.72,7.22,5.695204029576471,,-0.024795970423528324,
907,5.74,7.15,6.023812916015968,5.879818901828962,0.28381291601596814,-1.2701810981710384
908,5.77,7.3,5.783600661171508,5.342571900901239,0.013600661171508044,-1.9574280990987605
909,5.81,7.3,5.486963534769052,5.877100494770133,-0.3230364652309472,-1.422899505229867
910,5.68,7.4,5.499079301233534,5.71804941346466,-0.18092069876646555,-1.6819505865353408
911,5.68,7.19,5.239505645722291,,-0.44049435427770867,
912,5.79,7.28,5.353187852835775,,-0.43681214716422545,
913,5.77,7.19,4.92732986143775,,-0.8426701385622497,
914,5.75,7.19,5.455942645561642,4.915515686065572,-0.29405735443835823,-2.274484313934428
915,5.75,7.28,5.326746601447785,5.343169489769226,-0.4232533985522151,-1.9368305102307746
916,5.64,7.22,5.329976742205339,4.401615667963736,-0.31002325779466045,-2.8183843320362634
917,5.61,7.22,5.254269720724778,5.753833040940157,-0.35573027927522194,-1.4661669590598425
918,5.62,7.24,5.301510662252444,,-0.3184893377475557,
919,5.68,7.19,5.516413210119465,,-0.16358678988053477,
920,5.59,7.26,5.139970716715603,4.8404397655324845,-0.4500292832843966,-2.4195602344675153
921,5.64,7.22,4.990971516248768,,-0.6490284837512315,
922,5.61,7.22,5.448912148701226,5.600693979176535,-0.1610878512987739,-1.6193060208234646
923,5.59,7.17,4.858095746775431,,-0.7319042532245685,
924,5.64,7.19,5.170253541362382,5.631567392867436,-0.46974645863761744,-1.5584326071325645
925,5.46,7.13,4.904096051002204,5.318304435095172,-0.5559039489977957,-1.811695564904828
926,5.7,7.28,5.015227161073983,5.34208286453346,-0.6847728389260173,-1.9379171354665399
927,5.7,7.19,5.527688065977563,5.06211683561977,-0.17231193402243683,-2.12788316438023
928,5.74,7.19,5.318724534012235,5.636941571588942,-0.42127546598776533,-1.5530584284110587
929,5.72,7.13,4.988246004225823,5.527637063703999,-0.7317539957741763,-1.602362936296001
930,5.51,7.3,5.581404681949888,5.566777250341072,0.07140468194988792,-1.7332227496589274
931,6.08,7.13,5.199806708445485,,-0.880193291554515,
932,6.08,7.34,5.509621456628066,,-0.5703785433719339,
933,6.21,7.32,5.70160608996419,,-0.5083939100358101,
934,6.13,7.32,5.541703732733549,,-0.5882962672664505,
935,6.21,7.22,5.137335481369062,6.295026268752303,-1.0726645186309378,-0.9249737312476967
936,6.21,7.13,5.517806406265591,4.031788469247435,-0.6921935937344088,-3.0982115307525646
937,6.97,7.19,5.325588269670439,,-1.6444117303295611,
938,6.21,7.26,5.262155795928319,,-0.9478442040716812,
939,6.15,7.34,,,,
940,6.35,7.19,5.4455761228629065,,-0.9044238771370932,
941,6.21,7.24,,5.631429175071336,,-1.6085708249286643
942,6.31,7.26,,,,
943,6.31,7.32,,,,
944,6.17,7.3,,,,
945,6.31,7.32,,,,
946,6.09,7.34,,5.924164830803305,,-1.4158351691966953
947,6.35,7.38,,,,
948,6.21,7.26,,,,
949,6.35,7.22,,,,
950,6.17,7.22,,5.658912794196908,,-1.5610872058030916
951,6.41,7.19,,,,
952,6.13,7.17,,,,
953,6.13,7.15,,,,
954,6.17,7.22,,,,
955,6.13,7.24,,5.732111411779985,,-1.5078885882200153
956,6.35,7.22,,5.601446494245812,,-1.6185535057541873
957,6.33,7.19,,,,
958,6.27,7.24,,,,
959,6.33,7.13,,,,
960,6.31,6.52,,5.399869779220336,,-1.1201302207796635
961,6.04,6.6,,4.843516990550652,,-1.7564830094493473
962,6.21,6.56,,4.745097729809959,,-1.814902270190041
963,6.09,6.54,,6.294847330643401,,-0.24515266935659863
964,6.13,6.46,,,,
965,6.66,6.52,,6.365073513597379,,-0.15492648640262097
966,6.31,6.58,,4.764814149952385,,-1.815185850047615
967,6.11,6.64,,6.082111077702365,,-0.5578889222976349
968,6.17,6.58,,,,
969,6.42,6.56,,,,
970,6.11,6.6,,,,
971,6.35,6.66,,,,
972,6.39,6.68,,,,
973,6.13,6.64,,,,
974,6.37,6.72,,,,
975,6.29,6.72,,,,
976,6.31,6.64,,,,
977,6.09,6.66,,,,
978,6.11,6.68,,,,
979,6.33,6.72,,,,
980,6.48,6.74,,,,
981,6.41,6.66,,,,
982,6.56,6.7,,,,
983,6.41,6.7,,,,
984,6.21,6.8,,,,
985,6.27,6.72,,,,
986,6.38,6.74,,,,
987,6.28,6.72,,,,
988,6.51,6.79,,,,
989,6.39,6.43,,,,
990,6.46,6.72,,,,
991,6.46,6.77,,,,
992,6.11,6.76,,,,
993,6.63,6.75,,,,
994,6.34,6.7,,,,
995,6.39,6.77,,,,
996,6.41,6.77,,,,
997,6.24,6.68,,,,
998,6.14,6.78,,,,
999,6.38,6.73,,,,
1000,6.52,6.73,,,,
1001,6.4,6.8,,,,
1002,6.26,6.85,,,,
1003,6.17,6.69,,,,
1004,6.21,6.66,,,,
1005,6.27,6.66,,,,
1006,6.27,6.69,,,,
1007,6.47,6.68,,,,
1008,6.46,6.69,,,,
1009,6.34,6.63,,,,
1010,6.36,6.55,,,,
1011,6.45,6.62,,,,
1012,6.26,6.66,,,,
1013,6.44,6.66,,,,
1014,6.46,6.61,,,,
1015,6.38,6.52,,,,
1016,6.52,6.59,,,,
1017,6.44,6.5,,,,
1018,6.39,6.55,,,,
1019,6.3,6.44,,,,
1020,6.36,6.53,,,,
1021,6.15,6.54,,,,
1022,6.42,6.49,,,,
1023,6.6,6.5,,,,
1024,6.39,6.48,,,,
1025,6.74,6.44,,,,
1026,6.08,6.31,,,,
1027,6.37,6.34,,,,
1028,6.39,6.31,,,,
1029,6.43,6.37,,,,
1030,6.34,6.45,,,,
1031,6.17,6.5,,,,
1032,6.38,6.44,,,,
1033,6.4,6.41,,,,
1034,6.37,6.56,,,,
1035,6.32,6.47,,,,
1036,6.26,6.42,,,,
1037,6.26,6.48,,,,
1038,6.5,6.49,,,,
1039,6.29,6.41,,,,
1040,6.27,6.31,,,,
1041,6.19,6.39,,,,
1042,6.41,6.45,,,,
1043,6.45,6.58,,,,
1044,5.23,6.45,,,,
1045,6.2,5.87,,,,
1046,6.2,6.04,,,,
1047,5.96,5.8,,,,
1048,6.31,6.03,,,,
1049,6.18,5.91,,,,
1050,6.29,6.02,,,,
1051,6.28,6.01,,,,
1052,6.37,6.1,,,,
1053,6.35,5.98,,,,
1054,6.79,5.96,,,,
1055,6.42,5.94,,,,
1056,6.28,5.91,,,,
1057,6.36,5.99,,,,
1058,6.43,5.86,,,,
1059,6.39,5.93,,,,
1060,6.35,5.9,,,,
1061,6.52,5.86,,,,
1062,6.47,5.82,,,,
1063,6.32,5.78,,,,
1064,6.27,5.83,,,,
1065,6.02,5.88,,,,
1066,6.65,5.83,,,,
1067,6.1,5.97,,,,
1068,6.52,5.82,,,,
1069,4.13,5.85,,,,
1070,5.56,5.88,,,,
1071,5.94,5.72,,,,
1072,5.96,5.83,,,,
1073,6.06,5.93,,,,
1074,6.24,5.85,,,,
1075,6.07,5.78,,,,
1076,6.15,5.94,,,,
1077,5.89,5.85,,,,
1078,5.8,5.85,,,,
1079,5.87,5.83,,,,
1080,5.85,5.81,,,,
1081,5.98,5.79,,,,
1082,5.88,5.76,,,,
1083,5.77,5.59,,,,
1084,5.8,5.41,,,,
1085,5.76,5.37,,,,
1086,5.86,5.75,,,,
1087,5.73,5.76,,,,
1088,5.88,5.91,,,,
1089,5.81,5.91,,,,
1090,5.87,5.83,,,,
1091,5.79,5.88,,,,
1092,5.9,5.8,,,,
1093,5.69,5.83,,,,
1094,5.71,5.86,,,,
1095,5.73,5.88,,,,
1096,5.63,5.82,,,,
1097,5.8,5.82,,,,
1098,5.85,5.81,,,,
1099,5.77,5.79,,,,
1100,5.8,5.87,,,,
1101,5.87,5.72,,,,
1102,5.61,5.73,,,,
1103,5.81,5.57,,,,
1104,5.74,6.0,,,,
1105,5.8,5.71,,,,
1106,5.85,5.81,,,,
1107,5.79,5.89,,,,
1108,5.63,5.77,,,,
1109,5.9,5.81,,,,
1110,5.96,5.88,,,,
1111,5.89,5.77,,,,
1112,5.83,5.64,,,,
1113,5.92,5.77,,,,
1114,5.83,5.57,,,,
1115,5.73,5.8,,,,
1116,5.82,5.47,,,,
1117,5.78,5.7,,,,
1118,5.61,5.8,,,,
1119,5.84,5.62,,,,
1120,5.82,5.57,,,,
1121,5.9,5.23,,,,
1122,5.92,5.41,,,,
1123,5.93,5.36,,,,
1124,5.84,5.34,,,,
1125,5.89,5.36,,,,
1126,5.67,5.22,,,,
1127,6.74,5.13,,,,
1128,4.26,5.32,,,,
1129,5.36,5.04,,,,
1130,5.69,5.22,,,,
1131,5.66,5.28,,,,
1132,5.56,4.92,,,,
1133,5.81,4.69,,,,
1134,5.83,5.25,,,,
1135,5.8,4.2,,,,
1136,6.05,5.79,,,,
1137,6.3,6.04,,,,
1138,6.44,6.2,,,,
1139,6.13,6.09,,,,
1140,6.16,7.37,,,,
1141,6.23,5.03,,,,
