wire_number,A_baseline_json_value,B_reversed_json_value,A_baseline_mapped_wire,B_reversed_mapped_wire,A_baseline_residual,B_reversed_residual,A_baseline_summary_value,B_reversed_summary_value
274,5.96,5.68,274,208,-0.6263175080340755,-0.3014892357225891,5.3336824919659245,5.378510764277411
275,5.97,5.73,275,207,0.7658033853077821,-0.13778615440237463,6.735803385307782,5.592213845597626
276,5.97,6.08,276,206,-0.18323593446669673,-0.03231145907227351,5.786764065533303,6.047688540927727
277,6.35,6.25,277,205,0.14635722434120169,-0.876240351260841,6.496357224341201,5.373759648739159
278,5.77,5.88,278,204,-0.4433597065911936,-0.1412339592534213,5.326640293408806,5.738766040746579
279,5.97,5.86,279,203,-0.6419228781073629,-0.1487458010343925,5.328077121892637,5.711254198965608
280,5.96,6.08,280,202,-0.6543025561849944,-0.3893804217484913,5.3056974438150055,5.690619578251509
281,6.03,6.16,281,201,-0.010987237860023313,-0.30246743899881423,6.019012762139977,5.857532561001186
282,6.06,5.88,282,200,0.21060372185175513,-0.48314109274605954,6.270603721851755,5.39685890725394
283,5.88,5.7,283,199,0.30185361160435686,0.3117202096048075,6.181853611604357,6.011720209604808
284,5.89,5.96,284,198,-0.7046421727968113,-0.3784771591242855,5.185357827203188,5.5815228408757145
285,5.99,5.88,285,197,-0.6038627517244324,-0.036383996063685586,5.386137248275568,5.843616003936314
286,5.86,6.16,286,196,-0.5058173564234165,-0.43876025615244174,5.354182643576584,5.721239743847558
287,5.74,6.06,287,195,0.418389405705307,-1.5500704340362983,6.158389405705307,4.509929565963701
288,5.73,5.85,288,194,-0.6523801201839792,0.32144469047107815,5.077619879816021,6.171444690471078
289,6.11,5.92,289,193,0.3646187201307125,-0.691328466391548,6.474618720130713,5.228671533608452
290,6.0,5.64,290,192,-0.6720610647171155,-0.1559605439238645,5.3279389352828845,5.484039456076135
291,5.71,5.82,291,191,-0.16933345838263492,0.2155899229900049,5.540666541617365,6.035589922990005
292,5.82,5.99,292,190,0.47031746671415764,0.39458135141583917,6.290317466714158,6.384581351415839
293,5.91,6.02,293,189,-0.796624692371382,0.04181830674326115,5.113375307628618,6.061818306743261
294,5.85,6.21,294,188,-0.7686833927220924,0.3842263834934281,5.081316607277907,6.594226383493428
295,5.97,5.82,295,187,-0.7859310766007965,0.318150464247851,5.184068923399203,6.138150464247851
296,5.89,5.71,296,186,-0.7451320106678336,0.41581347823746384,5.144867989332166,6.125813478237464
297,5.85,5.73,297,185,-0.2800401668313306,-0.16278750461737612,5.569959833168669,5.567212495382624
298,6.03,5.79,298,184,-0.7072030283564033,0.20145110150790568,5.322796971643597,5.991451101507906
299,6.05,5.73,299,183,-0.5906731421063691,-0.03357940228724576,5.459326857893631,5.696420597712755
300,6.11,5.92,300,182,0.6002288998918033,-0.41457189672652195,6.710228899891804,5.505428103273478
301,6.35,6.0,301,181,-0.8617778200151651,-0.7618775138371596,5.4882221799848345,5.23812248616284
302,5.92,5.65,302,180,-0.5977352785773533,-0.04316829117574894,5.322264721422647,5.606831708824251
303,5.67,5.91,303,179,-0.014781929752562206,-0.07849054851876058,5.655218070247438,5.83150945148124
304,6.19,6.17,304,178,-0.2106101469506827,-0.5413881688651117,5.979389853049318,5.628611831134888
305,6.08,5.88,305,177,-0.5959616837239317,-1.0106992036211242,5.484038316276068,4.869300796378876
306,5.91,5.76,306,176,-0.1868892514984184,0.017864448125004095,5.723110748501582,5.777864448125004
307,6.24,6.22,307,175,-0.8418203496219245,-0.0923264034824518,5.398179650378076,6.127673596517548
308,5.86,5.99,308,174,0.751843620723351,-0.16798941906927833,6.611843620723351,5.822010580930722
309,5.86,6.02,309,173,0.47022106408836795,-0.5359616837239312,6.330221064088368,5.484038316276068
310,5.88,5.92,310,172,-0.142280953275562,-0.29629584021686384,5.737719046724438,5.623704159783136
311,6.08,5.97,311,171,0.3145603883347601,0.07708410029724178,6.39456038833476,6.0470841002972415
312,6.19,5.92,312,170,-0.6373375391408116,-0.18647613226659399,5.552662460859189,5.733523867733406
313,6.14,5.35,313,169,-0.5738772932458618,0.33433760512563104,5.566122706754138,5.684337605125631
314,6.17,5.68,314,168,-0.3713341208231755,0.01915896189537314,5.798665879176824,5.699158961895373
315,5.97,5.96,315,167,-0.46398716662023176,0.08926621342572272,5.506012833379768,6.049266213425723
316,5.8,5.77,316,166,-0.5316437022114551,-0.2392264787864562,5.268356297788545,5.530773521213543
317,5.86,5.92,317,165,-0.5133007546211301,0.13481483807831474,5.34669924537887,6.054814838078315
318,5.85,5.96,318,164,-0.26865309028864903,-0.22194401350704318,5.581346909711351,5.738055986492957
319,6.06,5.99,319,163,-0.6355733339777077,-0.13432731256873875,5.424426666022292,5.8556726874312615
320,5.89,6.03,320,162,-0.1701816426192293,-0.2275185029320399,5.71981835738077,5.80248149706796
321,6.02,5.91,321,161,-0.5080387435033344,-0.4241344321293701,5.511961256496665,5.48586556787063
322,5.92,5.79,322,160,0.073335987369747,-0.43900972714615794,5.993335987369747,5.350990272853842
323,5.92,5.89,323,159,-0.1456366396711175,-0.2242778070299991,5.774363360328882,5.665722192970001
324,6.05,5.88,324,158,-0.20202279938156575,0.7630721779625596,5.847977200618434,6.643072177962559
325,6.17,5.77,325,157,-0.6859616837239315,0.5497454292812245,5.484038316276068,6.319745429281224
326,6.02,5.94,326,156,-0.49081856736004603,-0.1640154860191272,5.5291814326399535,5.775984513980873
327,5.92,6.11,327,155,-0.022135091924107897,-0.39504747684364094,5.897864908075892,5.714952523156359
328,6.48,6.16,328,154,-1.155936300556574,-1.4085055049038493,5.3240636994434265,4.751494495096151
329,5.91,5.79,329,153,0.2786238108653123,-0.5132046384532298,6.188623810865312,5.27679536154677
330,6.38,5.73,330,152,-1.0111675556562076,-0.32753586882498453,5.368832444343792,5.402464131175016
331,6.14,5.91,331,151,0.332144493357708,-0.31295557154134723,6.472144493357708,5.597044428458653
332,6.32,5.89,332,150,-1.2364339835589213,-0.14179037779571235,5.083566016441079,5.748209622204287
333,6.03,5.91,333,149,-0.19809914887338742,-0.6638250087068629,5.831900851126613,5.246174991293137
334,6.21,5.74,334,148,-0.7861061073736257,0.3494690957407389,5.423893892626374,6.089469095740739
335,6.0,6.05,335,147,0.055253184831522084,-0.5896916692856724,6.055253184831522,5.460308330714327
336,6.02,5.79,336,146,-0.32404405724373486,-0.3059183712381204,5.695955942756265,5.48408162876188
337,6.27,5.83,337,145,-0.8038089454305384,-0.10128255687434251,5.466191054569461,5.728717443125658
338,5.92,6.08,338,144,-0.887449403116765,-0.49578610170912096,5.032550596883235,5.584213898290879
339,5.5,6.22,339,143,0.10152229232241705,-0.7523625231716213,5.601522292322417,5.467637476828378
340,6.06,5.86,340,142,-0.5450433250178754,0.6300580118282726,5.514956674982124,6.490058011828273
341,5.91,5.76,341,141,-0.3329010433354709,-0.1989412856843238,5.577098956664529,5.561058714315676
342,5.99,5.83,342,140,-0.208072820292867,0.3998026651615936,5.781927179707133,6.229802665161594
343,6.17,6.14,343,139,-0.658949436244737,-0.08417071238371943,5.511050563755263,6.05582928761628
344,6.28,6.03,344,138,-0.3156930943923131,-0.358440805369276,5.964306905607687,5.671559194630724
345,6.38,6.05,345,137,-0.5652343672596887,-0.14774542506874067,5.814765632740311,5.902254574931259
346,6.41,5.86,346,136,-0.7454675515024718,0.06214376733506999,5.664532448497528,5.92214376733507
347,6.46,6.33,347,135,-0.5500119535605608,-0.6616858863994031,5.909988046439439,5.668314113600597
348,6.51,5.97,348,134,-0.8216628553466743,0.11509198434293832,5.6883371446533255,6.085091984342938
349,6.24,6.35,349,133,-0.6271610574520317,-0.5913684762399063,5.612838942547969,5.758631523760093
350,6.11,6.11,350,132,-0.38270953119512363,-0.5109598724327187,5.727290468804877,5.599040127567282
351,6.32,5.88,351,131,0.2635806517284127,-0.07422117380532356,6.583580651728413,5.805778826194676
352,5.92,6.11,352,130,-0.23512394334843112,-0.18695246043073155,5.684876056651569,5.923047539569269
353,6.22,6.02,353,129,0.3060911151847998,0.3188168717124302,6.5260911151848,6.33881687171243
354,6.17,6.13,354,128,-0.511473447395451,-0.40797673013609614,5.658526552604549,5.722023269863904
355,6.06,6.22,355,127,0.14091477038320477,-0.18276820859868081,6.200914770383204,6.037231791401319
356,5.97,6.03,356,126,0.42435361738015764,-0.5174216692764286,6.394353617380157,5.512578330723572
357,6.32,6.05,357,125,-0.3357604353926229,0.19494256185509506,5.984239564607377,6.244942561855095
358,6.14,5.97,358,124,-0.27235723968101677,-0.8924656664940622,5.867642760318983,5.0775343335059375
359,6.3,5.92,359,123,-0.4097484058166154,-0.26126735875653573,5.890251594183384,5.658732641243464
360,6.4,6.24,360,122,-0.2363674220287182,-0.03141325715280274,6.163632577971282,6.2085867428471975
361,6.59,6.49,361,121,-0.6819179945524763,-0.6341188423876876,5.908082005447524,5.855881157612313
362,6.41,6.49,362,120,-0.9024395377066643,-0.6224716011870255,5.507560462293336,5.867528398812975
363,5.89,6.1,363,119,-0.19066442181647236,0.24204869788019323,5.699335578183527,6.342048697880193
364,6.22,6.4,364,118,-0.591183780451038,-0.5476741053011223,5.628816219548962,5.852325894698878
365,6.13,6.49,365,117,-0.24875088632866404,-0.4136935105274029,5.881249113671336,6.076306489472597
366,6.36,6.21,366,116,-0.6125978648262524,-0.2546130430303659,5.747402135173748,5.955386956969634
367,6.24,6.24,367,115,-0.2023424582670108,-0.7114262704201542,6.037657541732989,5.528573729579846
368,6.41,6.22,368,114,-0.4142008231561327,-0.5064320164509217,5.995799176843867,5.713567983549078
369,6.36,6.24,369,113,-0.6018041272028052,-0.18664979567933582,5.758195872797195,6.053350204320664
370,6.21,6.46,370,112,-0.15015519775254038,-1.238020693886857,6.05984480224746,5.221979306113143
371,6.54,5.88,371,111,-0.326785716566655,0.04122229862914395,6.213214283433345,5.921222298629144
372,6.21,6.38,372,110,-0.8607974892013992,-0.4148300945098393,5.349202510798601,5.965169905490161
373,6.25,6.49,373,109,-0.44807656410501107,-0.8270301321668079,5.801923435894989,5.662969867833192
374,6.21,6.4,374,108,-0.3059917029008252,-0.45702948113025954,5.904008297099175,5.942970518869741
375,6.28,6.19,375,107,-0.8268226815741819,-0.3894036101843419,5.453177318425818,5.8005963898156585
376,6.03,6.28,376,106,-0.16340059974870957,-0.6182068482415621,5.866599400251291,5.661793151758438
377,6.13,6.21,377,105,-0.43066325985814746,-0.43566704874865714,5.699336740141852,5.774332951251343
378,6.35,5.79,378,104,-0.02188626603550592,0.06606254146668178,6.328113733964494,5.856062541466682
379,6.27,6.27,379,103,-0.34743337534121377,-0.5676987186135616,5.922566624658786,5.702301281386438
380,6.48,6.48,380,102,-0.781437097873213,-0.7734847458996583,5.698562902126787,5.706515254100342
381,6.25,6.06,381,101,-0.5087198509110626,-0.8023027296405312,5.741280149088937,5.257697270359468
382,6.51,6.3,382,100,-0.48322427428349535,-0.771829098485413,6.026775725716504,5.528170901514587
383,6.57,6.1,383,99,-0.40058405749027326,-0.5068549674112726,6.169415942509727,5.593145032588727
384,6.51,6.02,384,98,-0.031068209044599726,-0.0972367474663578,6.4789317909554,5.922763252533642
385,5.86,6.38,385,97,-0.18542668433805698,-0.42992357898193667,5.674573315661943,5.950076421018063
386,6.36,6.43,386,96,0.13853208593641764,-0.3204096080827856,6.498532085936418,6.109590391917214
387,7.05,6.36,387,95,-0.8351562664667505,0.10827559231296835,6.214843733533249,6.468275592312969
388,6.4,6.51,388,94,-0.9257755265196002,-0.6656639105885249,5.4742244734804,5.844336089411475
389,6.52,6.05,389,93,-0.3533086803434662,-0.360052661096641,6.166691319656533,5.689947338903359
390,6.69,6.08,390,92,-0.5357660951919687,0.011753744136646205,6.154233904808032,6.091753744136646
391,6.35,6.43,391,91,-1.0721893948126704,-0.5968249521513505,5.277810605187329,5.833175047848649
392,6.41,6.27,392,90,-0.9523436038502409,0.3454197124818501,5.457656396149759,6.61541971248185
393,6.59,6.03,393,89,-0.6693556554354592,-0.105668345654097,5.920644344564541,5.924331654345903
394,6.65,6.32,394,88,-0.24207857424418044,-0.5027682335724739,6.40792142575582,5.817231766427526
395,6.56,6.28,395,87,-0.7503140574938838,-0.5806632598581478,5.809685942506116,5.699336740141852
396,6.56,6.14,396,86,-0.3981713733476777,-0.4538519824509608,6.161828626652322,5.686148017549039
397,6.83,6.1,397,85,-0.4422256141264507,-0.411776616761351,6.387774385873549,5.688223383238649
398,7.02,6.17,398,84,-0.7485284612308005,-0.4706632598581475,6.271471538769199,5.699336740141852
399,6.85,6.13,399,83,-1.1095466754989278,-0.459726200312371,5.740453324501072,5.670273799687629
400,6.38,6.21,400,82,-1.3207231555897154,-0.5831432160407308,5.0592768444102845,5.626856783959269
401,6.38,6.06,401,81,-0.45769988381679116,-0.19672812158711483,5.922300116183209,5.863271878412885
402,6.64,6.24,402,80,-0.4716660006220019,0.07156852203941622,6.168333999377998,6.311568522039416
403,6.79,6.4,403,79,-0.6000345406213521,-0.7517430192033556,6.189965459378648,5.648256980796645
404,6.36,6.14,404,78,0.26163792915257655,-0.1298979012015753,6.621637929152577,6.010102098798424
405,6.69,6.06,405,77,-1.2905424220912405,-0.13693706135484796,5.39945757790876,5.923062938645152
406,6.52,6.43,406,76,-0.5395818009477624,-0.7237672760526168,5.980418199052237,5.706232723947383
407,6.59,6.19,407,75,-0.8517609659564096,-0.384642186541436,5.73823903404359,5.805357813458564
408,6.35,6.36,408,74,-0.8824786081801799,-0.12753171241569472,5.46752139181982,6.232468287584306
409,6.27,6.98,409,73,-0.4107180167403808,-1.4442404204029575,5.859281983259619,5.535759579597043
410,6.27,6.13,410,72,-0.2510063434602179,-0.35447635659731347,6.018993656539782,5.775523643402686
411,6.21,6.4,411,71,0.14118363951437285,-0.47695956768977243,6.351183639514373,5.923040432310228
412,6.9,6.51,412,70,-1.6307320589422742,-0.7488103003629663,5.269267941057726,5.7611896996370335
413,6.38,6.32,413,69,-0.9076304414899408,-0.17644970985804154,5.472369558510059,6.143550290141959
414,6.61,6.44,414,68,-0.8091445433239066,-0.50270331858977,5.800855456676094,5.93729668141023
415,6.41,6.57,415,67,0.206955838653883,-0.8488079878015915,6.616955838653883,5.721192012198409
416,6.52,6.06,416,66,0.09670168321908168,0.04255095640486051,6.616701683219081,6.10255095640486
417,6.38,6.52,417,65,-0.22375916698863563,-0.4838982876497413,6.156240833011364,6.036101712350258
418,6.67,6.69,418,64,-1.0340313145658468,-0.2378696735691257,5.635968685434153,6.452130326430875
419,6.28,6.38,419,63,0.1363762445600214,-0.5687266727479967,6.416376244560022,5.811273327252003
420,6.4,6.14,420,62,-0.8789448325580436,-0.39900440657198555,5.521055167441957,5.740995593428014
421,6.51,6.67,421,61,-1.0371829677511633,-0.4717610595396726,5.4728170322488365,6.198238940460327
422,6.32,6.27,422,60,-0.9388069192955095,0.09800296789501584,5.381193080704491,6.368002967895015
423,6.21,6.85,423,59,-0.8044956621083923,-1.266863752556084,5.405504337891608,5.583136247443916
424,6.43,6.05,424,58,-0.07613471265253668,0.11890094992394928,6.353865287347463,6.168900949923949
425,6.75,6.75,425,57,-0.4797996950613017,-0.47983382036799327,6.270200304938698,6.270166179632007
426,6.74,6.92,426,56,-1.0406679076907395,-0.8846073731882287,5.699332092309261,6.035392626811771
427,6.36,6.35,427,55,-0.19873316628700888,-0.3964420728232163,6.161266833712991,5.953557927176783
428,6.64,6.46,428,54,0.07575865789922442,-0.21371578122219326,6.715758657899224,6.246284218777807
429,6.38,6.43,429,53,-0.2264374133004452,-0.18337517448203045,6.153562586699555,6.246624825517969
430,6.72,6.43,430,52,-1.4288804601952636,-0.2655046219109902,5.291119539804736,6.1644953780890095
431,6.43,6.44,431,51,-0.9977793842960399,-0.740663259858148,5.43222061570396,5.699336740141852
432,6.4,6.95,432,50,-0.8504819190038084,-1.2381548940738112,5.549518080996192,5.711845105926189
433,6.25,6.28,433,49,-0.08401935255377513,0.29842516905865235,6.165980647446225,6.578425169058653
434,6.67,6.22,434,48,-0.5140997157602296,0.06394694206059892,6.15590028423977,6.283946942060599
435,6.7,6.24,435,47,-0.7722714044398078,-0.48133460456308264,5.927728595560192,5.758665395436918
436,6.49,6.35,436,46,-0.5206961014857985,0.2799543158721658,5.969303898514202,6.629954315872165
437,6.56,6.08,437,45,-0.23015242789701595,0.03538807206801042,6.329847572102984,6.1153880720680105
438,6.28,6.69,438,44,-0.7006559803298886,-1.1145503536677577,5.579344019670112,5.575449646332243
439,6.1,6.06,439,43,-0.4006632598581472,0.37989041300014925,5.699336740141852,6.439890413000149
440,6.08,6.35,440,42,-0.4547202157493162,0.008739336667144215,5.625279784250684,6.358739336667144
441,6.49,6.17,441,41,-0.6364494927017956,-0.05282562118699019,5.853550507298205,6.11717437881301
442,6.36,6.64,442,40,-0.5972856377697271,-0.5294459252924408,5.762714362230273,6.110554074707559
443,6.3,6.0,443,39,-0.6204806325403016,-0.20212990872290426,5.679519367459698,5.797870091277096
444,6.4,6.38,444,38,-0.5297431270005664,-0.4834364271516698,5.870256872999434,5.89656357284833
445,6.44,6.56,445,37,-0.948339474003224,-0.822828896478053,5.491660525996776,5.737171103521947
446,6.44,6.27,446,36,-0.8654375472402949,-0.1432119224646078,5.5745624527597055,6.126788077535392
447,6.48,6.62,447,35,-0.9510543280678014,-1.078904969635989,5.528945671932199,5.541095030364011
448,6.16,6.11,448,34,-0.41374015204961445,-0.24103787532967846,5.746259847950386,5.868962124670322
449,6.46,6.38,449,33,-0.46771968055024793,-0.8871748680064258,5.992280319449752,5.492825131993574
450,6.51,6.03,450,32,-0.7321121531321184,-0.33086543882401287,5.777887846867881,5.699134561175987
451,6.38,5.94,451,31,-0.6380959029557021,-0.33815746260759827,5.741904097044298,5.601842537392402
452,6.51,6.21,452,30,-0.850246122603111,-0.20331598105961035,5.659753877396889,6.00668401894039
453,6.57,6.36,453,29,-1.1636706874215799,-0.9300581595717556,5.40632931257842,5.429941840428245
454,6.16,6.02,454,28,-0.47988556953942485,0.1544158724662088,5.680114430460575,6.174415872466208
455,6.21,6.05,455,27,-0.7038169951899933,0.35810130990975697,5.506183004810007,6.408101309909757
456,6.27,6.05,456,26,-1.018781523739949,0.44135754008101724,5.251218476260051,6.491357540081017
457,6.25,6.59,457,25,-0.5481915064375524,-0.6674227148774641,5.701808493562448,5.922577285122536
458,6.24,6.27,458,24,-0.6424776956083837,-0.26665080326497925,5.5975223043916165,6.00334919673502
459,6.33,6.48,459,23,-1.2540854266262738,-0.11480814249007576,5.075914573373726,6.365191857509925
460,6.03,6.7,460,22,-0.9707154922012293,-1.0959166430100238,5.059284507798771,5.604083356989976
461,6.33,6.1,461,21,-0.9402486181580345,-0.37524619434199646,5.389751381841966,5.724753805658003
462,6.06,6.4,462,20,-1.047565599358772,-0.343994642239986,5.012434400641228,6.056005357760014
463,6.19,6.08,463,19,-0.8079183110002184,-0.061418300588385044,5.382081688999782,6.018581699411615
464,6.51,6.21,464,18,-1.0673208376326144,0.11100943850530776,5.442679162367385,6.321009438505308
465,5.97,6.27,465,17,-0.8692639467120316,-0.7911419906314352,5.100736053287968,5.478858009368564
466,6.02,5.94,466,16,-0.5536723913201635,0.5270749206748064,5.466327608679836,6.467074920674807
467,6.36,6.43,467,15,-0.6564538696377955,-0.036072221791357606,5.703546130362205,6.393927778208642
468,6.25,6.33,468,14,-0.8269199532359046,-0.6287935154936877,5.423080046764095,5.701206484506312
469,6.1,6.17,469,13,-0.5552930907577345,0.35613090350662713,5.544706909242265,6.526130903506627
470,6.56,6.1,470,12,-1.3121794241165619,0.09516148078065179,5.247820575883438,6.195161480780651
471,6.21,6.7,471,11,-0.996413569889282,-0.51154206878617,5.213586430110718,6.18845793121383
472,6.1,6.1,472,10,-0.33330654533549,-0.4006632598581472,5.76669345466451,5.699336740141852
473,6.25,6.4,473,9,-1.0619286342161027,-0.5231929092007972,5.188071365783897,5.876807090799203
474,6.25,6.41,474,8,-0.2569261510395622,-0.691254841181312,5.993073848960438,5.718745158818688
475,6.57,6.27,475,7,-0.5865748100052057,-0.32709711337831404,5.983425189994795,5.9429028866216855
476,6.56,6.61,476,6,-0.9325012700011204,-0.6907459457634655,5.627498729998879,5.919254054236535
477,6.3,6.56,477,5,-0.6590824602485377,-0.4489983463935552,5.640917539751462,6.111001653606444
478,6.57,6.7,478,4,-0.6613643160004612,-0.7756399134937553,5.908635683999539,5.924360086506245
479,6.49,6.51,479,3,-1.4900000000000002,-0.4641534126105764,5.0,6.045846587389423
480,6.72,6.36,480,2,-1.1320681558622105,-0.44290921596338695,5.587931844137789,5.917090784036613
481,6.38,6.54,481,1,-1.38,-0.37266202974018103,5.0,6.167337970259819
